,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
5403,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
5404,3.0,"question, claim, true, reason, answer, argument, make, evidence, truth, fact",,
5405,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5406,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5407,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5408,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5409,27.0,"work, make, job, people, time, talk, today, year, question, president",,
5410,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5411,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5412,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5413,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5414,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5415,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5416,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5417,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5418,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5419,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5420,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5421,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5422,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5423,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5424,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5425,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5426,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5427,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5428,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5429,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5430,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
5431,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
5432,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5433,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5434,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5435,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5436,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5437,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5438,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5439,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5440,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5441,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5442,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5443,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5444,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5445,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5446,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5447,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5448,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5449,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5450,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
5451,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5452,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5453,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
5454,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5455,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5456,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5457,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5458,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5459,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5460,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5461,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5462,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5463,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
5464,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5465,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5466,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5467,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
5468,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5469,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5470,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5471,27.0,"work, make, job, people, time, talk, today, year, question, president",,
5472,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5473,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5474,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5475,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5476,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
5477,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5478,7.0,"window, application, set, run, server, display, call, widget, program, client",,
5479,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5480,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5481,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5482,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5483,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5484,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5485,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5486,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5487,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5488,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5489,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5490,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5491,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5492,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5493,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5494,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5495,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5496,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
5497,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5498,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5499,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5500,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5501,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5502,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
5503,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5504,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5505,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
5506,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5507,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
5508,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
5509,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5510,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5511,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5512,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
5513,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
5514,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5515,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5516,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
5517,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5518,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
5519,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
5520,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
5521,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
5522,21.0,"time, point, find, problem, number, change, give, call, work, start",,
5523,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
5524,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
5525,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
5526,24.0,"game, team, play, year, player, win, season, fan, run, score",,
5527,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5528,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5529,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
5530,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
5531,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5532,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
5533,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
5534,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
5535,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
